id,name,description,organisation_unit_level_id,parent_organisation_unit_id,archived,address,phone,email,latitude,longitude
1127,Aminu Isah Kontagora General Hospital Bangi,Facility in Mariga LGA,4,591,0,NULL,NULL,NULL,NULL,NULL
1128,General Hospital Mokwa,Facility in Mokwa LGA,4,593,0,NULL,NULL,NULL,NULL,NULL
1129,Rural Hospital S Pawa,Facility in Moya LGA,4,594,0,NULL,NULL,NULL,NULL,NULL
1130,General Hospital Kagara,Facility in Rafi LGA,4,596,0,NULL,NULL,NULL,NULL,NULL
1131,General Hospital T Magajiya,Facility in Rijau LGA,4,597,0,NULL,NULL,NULL,NULL,NULL
1132,Rural Hospital,Facility in Shiroro LGA,4,598,0,NULL,NULL,NULL,NULL,NULL
1133,Chc Zungeru,Facility in Wushishi LGA,4,601,0,NULL,NULL,NULL,NULL,NULL
1134,Rural Hospital Wushishi,Facility in Wushishi LGA,4,601,0,NULL,NULL,NULL,NULL,NULL
1135,Agudama Ekpetima General Hospital,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1136,Agudama Tobis Clinic and Consultants,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1137,Aleibiri Cottage Hospital,Facility in Ekeremor LGA,4,150,0,NULL,NULL,NULL,NULL,NULL
1138,Amassoma General Hospital,Facility in Southern Ijaw LGA,4,155,0,NULL,NULL,NULL,NULL,NULL
1139,Okpoama Cottage Hospital,Facility in Brass LGA,4,149,0,NULL,NULL,NULL,NULL,NULL
1140,Twon-Brass General Hospital,Facility in Brass LGA,4,149,0,NULL,NULL,NULL,NULL,NULL
1141,Nembe General Hospital,Facility in Brass LGA,4,152,0,NULL,NULL,NULL,NULL,NULL
1142,Kolo General Hospital,Facility in Ogbia LGA,4,153,0,NULL,NULL,NULL,NULL,NULL
1143,Landmark Medical Centre,Facility in Ogbia LGA,4,153,0,NULL,NULL,NULL,NULL,NULL
1144,Otuasega Cottage Hospital,Facility in Ogbia LGA,4,153,0,NULL,NULL,NULL,NULL,NULL
1145,Ebederi Cottage Hospital,Facility in Sagbama LGA,4,154,0,NULL,NULL,NULL,NULL,NULL
1146,Sagbama General Hospital,Facility in Sagbama LGA,4,154,0,NULL,NULL,NULL,NULL,NULL
1147,Olugbobiri CHC,Facility in Southern Ijaw LGA,4,155,0,NULL,NULL,NULL,NULL,NULL
1148,Peremabiri Cottage Hospital,Facility in Southern Ijaw LGA,4,155,0,NULL,NULL,NULL,NULL,NULL
1149,Diete-Koki Memorial Specialist Hospital Yenegoa,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1150,Family Support Program Clinic,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1151,Igbogene Tuberculosis and Leprosy Referral Centre,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1152,Inri Etekwe Glory Land,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1153,Kpansia Asueife New Life Hospital,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1154,Mercy and Favour Clinic & Diagnostic Center,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1155,New Survivor Hospital, Igbo Gene,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1156,Niger Delta University Teaching Hospital,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1157,St. George Hospital, Okutukutu,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1158,Yenagoa Federal Medical Centre,Facility in Yenagoa LGA,4,156,0,NULL,NULL,NULL,NULL,NULL
1159,Alafia Specialist Hospital,Facility in Akoko-Edo LGA,4,263,0,NULL,NULL,NULL,NULL,NULL
1160,Ibillo General Hospital,Facility in Akoko-Edo LGA,4,263,0,NULL,NULL,NULL,NULL,NULL
1161,Igarra General Hospital,Facility in Akoko-Edo LGA,4,263,0,NULL,NULL,NULL,NULL,NULL
1162,University of Benin Teaching Hospital (UBTH),Facility in Egor LGA,4,264,0,NULL,NULL,NULL,NULL,NULL
1163,Irrua Specialist Hospital,Facility in Esan Central LGA,4,265,0,NULL,NULL,NULL,NULL,NULL
1164,Oriaifo Medical Centre,Facility in Esan North-East LGA,4,266,0,NULL,NULL,NULL,NULL,NULL
1165,St. Camillus Hospital,Facility in Esan North-East LGA,4,266,0,NULL,NULL,NULL,NULL,NULL
1166,Uromi Central Hospital,Facility in Esan North-East LGA,4,266,0,NULL,NULL,NULL,NULL,NULL
1167,Ubiaja General Hospital,Facility in Esan South-East LGA,4,267,0,NULL,NULL,NULL,NULL,NULL
1168,Ekpoma General Hospital,Facility in Esan West LGA,4,268,0,NULL,NULL,NULL,NULL,NULL
1169,Iruekpen General Hospital,Facility in Esan West LGA,4,268,0,NULL,NULL,NULL,NULL,NULL
1170,Agenebode General Hospital,Facility in Etsako East LGA,4,270,0,NULL,NULL,NULL,NULL,NULL
1171,Okugbe Primary Health Centre,Facility in Etsako East LGA,4,270,0,NULL,NULL,NULL,NULL,NULL
1173,Auchi Central Hospital,Facility in Etsako West LGA,4,271,0,NULL,NULL,NULL,NULL,NULL
1174,Santa Maria Catholic Hospital,Facility in Etsako West LGA,4,271,0,NULL,NULL,NULL,NULL,NULL
1175,Benin Central Hospital,Facility in Oredo LGA,4,275,0,NULL,NULL,NULL,NULL,NULL
1176,Benin Evangel Model Hospital,Facility in Oredo LGA,4,275,0,NULL,NULL,NULL,NULL,NULL
1177,Faith Mediplex,Facility in Oredo LGA,4,275,0,NULL,NULL,NULL,NULL,NULL
1178,St Philomena Catholic Hospital,Facility in Oredo LGA,4,275,0,NULL,NULL,NULL,NULL,NULL
1179,Stella Obasanjo Hospital,Facility in Oredo LGA,4,275,0,NULL,NULL,NULL,NULL,NULL
1180,Abudu General Hospital,Facility in Orhionmwon LGA,4,274,0,NULL,NULL,NULL,NULL,NULL
1181,Oben Cottage Hospital,Facility in Orhionmwon LGA,4,274,0,NULL,NULL,NULL,NULL,NULL
1182,Ossiomio Specialist Hospital,Facility in Orhionmwon LGA,4,274,0,NULL,NULL,NULL,NULL,NULL
1183,Iguobazua General Hospital,Facility in Ovia South-West LGA,4,277,0,NULL,NULL,NULL,NULL,NULL
1184,Udo Primary Health Centre,Facility in Ovia South-West LGA,4,277,0,NULL,NULL,NULL,NULL,NULL
1185,Usen General Hospital,Facility in Ovia South-West LGA,4,277,0,NULL,NULL,NULL,NULL,NULL
1186,Afuze Referral Medical Centre,Facility in Owan East LGA,4,278,0,NULL,NULL,NULL,NULL,NULL
1187,Sabongida Ora General Hospital,Facility in Owan East LGA,4,278,0,NULL,NULL,NULL,NULL,NULL
1188,Dunia Hospital,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1189,MAYFAIR Medical Centre,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1190,Mobonike Hospital,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1191,Odunbaku Primary Health Centre,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1192,Orile Agege General Hospital,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1193,Powerline Primary Health Centre,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1194,Promise Medical Centre,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1195,Sango Primary Health Centre,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1196,Unita Hospital,Facility in Agege LGA Lagos,4,544,0,NULL,NULL,NULL,NULL,NULL
1197,Ajeromi General Hospital,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1198,Akere Primary Health Centre,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1199,All Souls Hospital,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1200,Amukoko Primary Health Centre,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1201,DEETAB Hospital,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1202,Faleti Medical Centre,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1203,Ibafon Primary Health Centre,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1204,Layeni Primary Health Centre,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1205,St. Milla Hospital,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1206,Tolu Primary Health Centre,Facility in Ajeromi-Ifelodun LGA Lagos,4,545,0,NULL,NULL,NULL,NULL,NULL
1207,Ahamadiyya Muslim Hospital,Facility in Apapa LGA Lagos,4,548,0,NULL,NULL,NULL,NULL,NULL
1208,Apapa General Hospital,Facility in Apapa LGA Lagos,4,548,0,NULL,NULL,NULL,NULL,NULL
1209,Ijora Primary Health Centre,Facility in Apapa LGA Lagos,4,548,0,NULL,NULL,NULL,NULL,NULL
1210,Olojowon Primary Health Centre,Facility in Apapa LGA Lagos,4,548,0,NULL,NULL,NULL,NULL,NULL
1211,Sacred Heart Clinic,Facility in Apapa LGA Lagos,4,548,0,NULL,NULL,NULL,NULL,NULL
1212,Ajara Primary Health Centre,Facility in Badagry LGA Lagos,4,549,0,NULL,NULL,NULL,NULL,NULL
1213,Apa Primary Health Centre,Facility in Badagry LGA Lagos,4,549,0,NULL,NULL,NULL,NULL,NULL
1214,Badagry General Hospital,Facility in Badagry LGA Lagos,4,549,0,NULL,NULL,NULL,NULL,NULL
1215,Ilado PHC,Facility in Badagry LGA Lagos,4,549,0,NULL,NULL,NULL,NULL,NULL
1216,Seme Primary Health Centre,Facility in Badagry LGA Lagos,4,549,0,NULL,NULL,NULL,NULL,NULL
1217,General Hospital Ijede,Facility in Ikorodu LGA Lagos,4,555,0,NULL,NULL,NULL,NULL,NULL
1218,General Hospital Ikorodu,Facility in Ikorodu LGA Lagos,4,555,0,NULL,NULL,NULL,NULL,NULL
1219,St Raphael Divine Mercy Specialist Hospital,Facility in Ikorodu LGA Lagos,4,555,0,NULL,NULL,NULL,NULL,NULL
1220,Gbagada General Hospital,Facility in Kosofe LGA Lagos,4,556,0,NULL,NULL,NULL,NULL,NULL
1221,Ketu Primary Health Centre,Facility in Kosofe LGA Lagos,4,556,0,NULL,NULL,NULL,NULL,NULL
1222,Iga Idugaran Primary Health Centre,Facility in Lagos Island LGA Lagos,4,557,0,NULL,NULL,NULL,NULL,NULL
1223,Lagos General Hospital,Facility in Lagos Island LGA Lagos,4,557,0,NULL,NULL,NULL,NULL,NULL
1224,Lagos Island Maternity Hospital,Facility in Lagos Island LGA Lagos,4,557,0,NULL,NULL,NULL,NULL,NULL
1225,Massey Street Children's Hospital,Facility in Lagos Island LGA Lagos,4,557,0,NULL,NULL,NULL,NULL,NULL
1226,Onikan Health Centre,Facility in Lagos Island LGA Lagos,4,557,0,NULL,NULL,NULL,NULL,NULL
1227,Sura Primary Health Centre,Facility in Lagos Island LGA Lagos,4,557,0,NULL,NULL,NULL,NULL,NULL
1228,Harvey Road Comprehensive Health Centre,Facility in Lagos Mainland LGA Lagos,4,558,0,NULL,NULL,NULL,NULL,NULL
1229,Lagos State Mainland Hospital,Facility in Lagos Mainland LGA Lagos,4,558,0,NULL,NULL,NULL,NULL,NULL
1230,Nigerian Institute of Medical Research (NIMR),Facility in Lagos Mainland LGA Lagos,4,558,0,NULL,NULL,NULL,NULL,NULL
1231,RCCG/Redeemed Aid Programme Action Committee CSO,Facility in Lagos Mainland LGA Lagos,4,558,0,NULL,NULL,NULL,NULL,NULL
1232,Simpson Primary Health Centre,Facility in Lagos Mainland LGA Lagos,4,558,0,NULL,NULL,NULL,NULL,NULL
1233,Iba Primary Health Centre,Facility in Ojo LGA Lagos,4,560,0,NULL,NULL,NULL,NULL,NULL
1234,Ijanikin Primary Health Centre,Facility in Ojo LGA Lagos,4,560,0,NULL,NULL,NULL,NULL,NULL
1235,Ojo Primary Health Centre,Facility in Ojo LGA Lagos,4,560,0,NULL,NULL,NULL,NULL,NULL
1236,Oyem's Hospital,Facility in Ojo LGA Lagos,4,560,0,NULL,NULL,NULL,NULL,NULL
1237,Shomolu GH,Facility in Shomolu LGA Lagos,4,562,0,NULL,NULL,NULL,NULL,NULL
1238,Akerele Primary Health Centre,Facility in Surulere LGA Lagos,4,563,0,NULL,NULL,NULL,NULL,NULL
1239,Baruwa Primary Health Centre,Facility in Surulere LGA Lagos,4,563,0,NULL,NULL,NULL,NULL,NULL
1240,Coker Aguda Primary Health Centre,Facility in Surulere LGA Lagos,4,563,0,NULL,NULL,NULL,NULL,NULL
1241,Ejire Primary Health Centre,Facility in Surulere LGA Lagos,4,563,0,NULL,NULL,NULL,NULL,NULL
1242,Randle General Hospital,Facility in Surulere LGA Lagos,4,563,0,NULL,NULL,NULL,NULL,NULL
1243,General Hospistal Argungu,Facility in Argungu LGA Kebbi,4,488,0,NULL,NULL,NULL,NULL,NULL
1244,Kaoje GH,Facility in Bagudo LGA Kebbi,4,490,0,NULL,NULL,NULL,NULL,NULL
1245,Federal Medical Centre,Facility in Birnin Kebbi LGA Kebbi,4,491,0,NULL,NULL,NULL,NULL,NULL
1246,Sir Yahaya Mem. Hospital,Facility in Birnin Kebbi LGA Kebbi,4,491,0,NULL,NULL,NULL,NULL,NULL
1247,Jega,Facility in Jega LGA Kebbi,4,496,0,NULL,NULL,NULL,NULL,NULL
1248,General Hospital (Koko Besse),Facility in Koko Besse LGA Kebbi,4,498,0,NULL,NULL,NULL,NULL,NULL
1249,General Hospital Wara,Facility in Ngaski LGA Kebbi,4,500,0,NULL,NULL,NULL,NULL,NULL
1250,General Hospital Yauri,Facility in Yauri LGA Kebbi,4,505,0,NULL,NULL,NULL,NULL,NULL
1251,General Hospital Lafiagi,Facility in Edu LGA Kwara,4,530,0,NULL,NULL,NULL,NULL,NULL
1252,Okelele Health Centre,Facility in Ilorin East LGA Kwara,4,533,0,NULL,NULL,NULL,NULL,NULL
1253,UITH,Facility in Ilorin East LGA Kwara,4,533,0,NULL,NULL,NULL,NULL,NULL
1254,Children Specialist Hospital C Igboro,Facility in Ilorin South LGA Kwara,4,534,0,NULL,NULL,NULL,NULL,NULL
1255,Civil Services Hospital,Facility in Ilorin South LGA Kwara,4,534,0,NULL,NULL,NULL,NULL,NULL
1256,Olufadi Basic Health Center,Facility in Ilorin South LGA Kwara,4,534,0,NULL,NULL,NULL,NULL,NULL
1257,Sobi Specialist Hospital,Facility in Ilorin South LGA Kwara,4,534,0,NULL,NULL,NULL,NULL,NULL
1258,Temitope Hospital,Facility in Ilorin South LGA Kwara,4,534,0,NULL,NULL,NULL,NULL,NULL
1259,Adewole Cottage,Facility in Ilorin West LGA Kwara,4,535,0,NULL,NULL,NULL,NULL,NULL
1260,Aishat Memorial Hospital,Facility in Ilorin West LGA Kwara,4,535,0,NULL,NULL,NULL,NULL,NULL
1261,Surulere Medical Centre,Facility in Ilorin West LGA Kwara,4,535,0,NULL,NULL,NULL,NULL,NULL
1262,General Hospital Omu-Aran,Facility in Irepodun LGA Kwara,4,536,0,NULL,NULL,NULL,NULL,NULL
1263,Specialist Hospital,Facility in Offa LGA Kwara,4,540,0,NULL,NULL,NULL,NULL,NULL
1264,General Hospital Patigi,Facility in Pategi LGA Kwara,4,543,0,NULL,NULL,NULL,NULL,NULL
1265,Basic Health Beji,Facility in Bosso LGA Niger,4,581,0,NULL,NULL,NULL,NULL,NULL
1266,PHC BOSSO SEC.,Facility in Bosso LGA Niger,4,581,0,NULL,NULL,NULL,NULL,NULL
1267,General hospital Chanchaga,Facility in Chanchaga LGA Niger,4,582,0,NULL,NULL,NULL,NULL,NULL
1268,IBB SPECIALIZES Hospital,Facility in Chanchaga LGA Niger,4,582,0,NULL,NULL,NULL,NULL,NULL
1269,Old Airport Clinic,Facility in Chanchaga LGA Niger,4,582,0,NULL,NULL,NULL,NULL,NULL
1270,PHC TUNGAN WAYA,Facility in Chanchaga LGA Niger,4,582,0,NULL,NULL,NULL,NULL,NULL
1271,SAVANAH HOSPITAL,Facility in Chanchaga LGA Niger,4,582,0,NULL,NULL,NULL,NULL,NULL
1272,STANDARD HOSPITAL,Facility in Chanchaga LGA Niger,4,582,0,NULL,NULL,NULL,NULL,NULL
1273,MCH GAWU,Facility in Gurara LGA Niger,4,585,0,NULL,NULL,NULL,NULL,NULL
1274,MCH K KORO,Facility in Paikoro LGA Niger,4,595,0,NULL,NULL,NULL,NULL,NULL
1275,General Hospital Suleja,Facility in Suleja LGA Niger,4,599,0,NULL,NULL,NULL,NULL,NULL
1276,LUCAS HOPSITAL,Facility in Suleja LGA Niger,4,599,0,NULL,NULL,NULL,NULL,NULL
1277,MADALLA MEMDICAL CENTRE,Facility in Suleja LGA Niger,4,599,0,NULL,NULL,NULL,NULL,NULL
1278,SUZAN HOPSITAL,Facility in Suleja LGA Niger,4,599,0,NULL,NULL,NULL,NULL,NULL
1279,TOWN CLINIC,Facility in Suleja LGA Niger,4,599,0,NULL,NULL,NULL,NULL,NULL
1280,Sabon Wuse General Hospital,Facility in Tafa LGA Niger,4,600,0,NULL,NULL,NULL,NULL,NULL
1281,Holy Family Clinic,Facility in Sokoto North LGA Sokoto ,4,758,0,NULL,NULL,NULL,NULL,NULL
1282,Women and Children Welfare Clinic,Facility in Sokoto North LGA Sokoto ,4,758,0,NULL,NULL,NULL,NULL,NULL
1283,Maryam Abacha Women & Children Hospital,Facility in Sokoto South LGA Sokoto ,4,759,0,NULL,NULL,NULL,NULL,NULL
1284,Specialist Hospital- Sokoto,Facility in Sokoto South LGA Sokoto,4,759,0,NULL,NULL,NULL,NULL,NULL
1285,General Hospital Dogon Daji,Facility in Tambuwal LGA Sokoto,4,760,0,NULL,NULL,NULL,NULL,NULL
1286,General Hospital Tambuwal,Facility in Tambuwal LGA Sokoto,4,760,0,NULL,NULL,NULL,NULL,NULL
1287,Usman DanFodio University Teaching Hospital,Facility in Wamako LGA Sokoto,4,763,0,NULL,NULL,NULL,NULL,NULL
1288,Gusau FMC,Facility in Gusau LGA Zamfara,4,805,0,NULL,NULL,NULL,NULL,NULL
1289,Gusau General Hospital,Facility in Gusau LGA Zamfara,4,805,0,NULL,NULL,NULL,NULL,NULL
1290,King Fahad WCWC,Facility in Gusau LGA Zamfara,4,805,0,NULL,NULL,NULL,NULL,NULL
1291,Magami PHC,Facility in Gusau LGA Zamfara,4,805,0,NULL,NULL,NULL,NULL,NULL
1292,Yerima Bakura Specialist Hospital,Facility in Gusau LGA Zamfara,4,805,0,NULL,NULL,NULL,NULL,NULL
1293,Kaura Namoda General Hospital,Facility in Kaura Namoda LGA Zamfara,4,806,0,NULL,NULL,NULL,NULL,NULL
1294,Shinkafi General Hospital,Facility in Shinkafi LGA Zamfara,4,809,0,NULL,NULL,NULL,NULL,NULL
1295,Tsafe General Hospital,Facility in Chafe LGA Zamfara,4,811,0,NULL,NULL,NULL,NULL,NULL
1296,Martha Bamaiyi General Hospital,Facility in Zuru LGA Kebbi,4,506,0,NULL,NULL,NULL,NULL,NULL
1297,Wasagu General Hospital,Facility in Birnin Kebbi LGA Kebbi,4,491,0,NULL,NULL,NULL,NULL,NULL
1298,Kamba General Hospital,Facility in Birnin Kebbi LGA Kebbi,4,491,0,NULL,NULL,NULL,NULL,NULL
1299,Kaiama General Hospital,Facility in Kaiama LGA Kwara,4,538,0,NULL,NULL,NULL,NULL,NULL
1300,Shonga Comprehensive Health Center,Facility in Edu LGA Kwara,4,530,0,NULL,NULL,NULL,NULL,NULL
1301,Erin Ile General Hospital,Facility in Oyun LGA Kwara,4,542,0,NULL,NULL,NULL,NULL,NULL
1302,Jebba State Specialist Hospital,Facility in Moro LGA Kwara,4,539,0,NULL,NULL,NULL,NULL,NULL
1303,Sabo Oke Medical Center,Facility in Ilorin South LGA Kwara,4,534,0,NULL,NULL,NULL,NULL,NULL
1304,Agaie General Hospital,Facility in Agaie LGA Niger,4,577,0,NULL,NULL,NULL,NULL,NULL
1305,Sanyinna Comprehensive Health Centre,Facility in Tambuwal LGA Sokoto,4,760,0,NULL,NULL,NULL,NULL,NULL
1306,Illela General Hospital,Facility in Illela LGA Sokoto,4,750,0,NULL,NULL,NULL,NULL,NULL
1307,Kofar Rini Comprehensive Health Centre,Facility in Sokoto North LGA Sokoto,4,758,0,NULL,NULL,NULL,NULL,NULL
1308,Wurno General Hospital,Facility in Wurno LGA Sokoto,4,764,0,NULL,NULL,NULL,NULL,NULL
1309,Isa General Hospital,Facility in Isa LGA Sokoto,4,751,0,NULL,NULL,NULL,NULL,NULL
1310,Rabah General Hospital,Facility in Rabah LGA Sokoto,4,754,0,NULL,NULL,NULL,NULL,NULL
1311,Talata Mafara General Hospital,Facility in Talata Mafara LGA Zamfara,4,810,0,NULL,NULL,NULL,NULL,NULL
1312,Gummi General Hospital,Facility in Gummi LGA Zamfara,4,804,0,NULL,NULL,NULL,NULL,NULL
1313,Anka General Hospital,Facility in Anka LGA Zamfara,4,799,0,NULL,NULL,NULL,NULL,NULL
1314,Bungudu General Hospital,Facility in Bungudu LGA Zamfara,4,803,0,NULL,NULL,NULL,NULL,NULL
1315,Maru General Hospital,Facility in Maru LGA Zamfara,4,808,0,NULL,NULL,NULL,NULL,NULL
1316,General Hospital Ilorin,Facility in Ilorin West LGA Kwara,4,535,0,NULL,NULL,NULL,NULL,NULL
